ID;loan_amnt;term;int_rate;installment;emp_length;home_ownership;annual_inc;purpose;title;STATE;delinq_2yrs;revol_bal;revol_util;total_pymnt;loan_status
287;4800; 36 months;15.27%;167.03;10+ years;MORTGAGE;75000;debt_consolidation;CCPayoff;WV;0;22195;0.737;6013.039997;0
288;7300; 36 months;11.71%;241.46;6 years;RENT;35000;debt_consolidation;freedom;VA;0;9628;0.446;8657.784357;0
290;6600; 36 months;9.91%;212.69;1 year;MORTGAGE;100000;house;Debt Consolidation;FL;0;2171;0.278;7276.236207;0
291;12000; 36 months;8.90%;381.04;7 years;OWN;40000;;;;;;;;0
293;12000; 36 months;11.71%;396.92;3 years;RENT;92500;debt_consolidation;Debt Consolidation Loan;CA;0;9558;0.562;14288.77;0
294;25000; 36 months;9.91%;805.63;9 years;RENT;61000;debt_consolidation;Titanium loan;CA;0;23712;0.494;29002.42;0
295;6000; 36 months;10.65%;195.44;10+ years;RENT;36000;other;personal;HI;0;13626;0.485;7035.820001;0
297;14400; 36 months;11.71%;476.3;1 year;RENT;80000;credit_card;Credit Card Debt Free;CA;0;19983;0.484;15544.00676;0
299;8000; 36 months;11.71%;264.61;1 year;RENT;150000;credit_card;Smart Budgeting;NY;1;9722;0.562;9525.87;0
300;8000; 36 months;16.29%;282.41;5 years;RENT;50000;credit_card;credit debt;NV;0;5106;0.729;4535;1
301;30000; 60 months;12.42%;673.72;3 years;RENT;70000;small_business;Patent and manufacturing.;TX;0;1159;0.032;17183.47;1
303;13250; 36 months;11.71%;438.26;2 years;OWN;35000;credit_card;Credit Card refinance;PA;0;10014;0.672;15777.22001;0
304;14000; 36 months;14.27%;480.33;6 years;RENT;80000;debt_consolidation;Dept Consolidation;CA;0;11546;0.962;17291.65001;0
305;20000; 60 months;20.30%;533.23;10+ years;OWN;59000;;;;;;;;1
306;10000; 36 months;16.29%;353.01;10+ years;RENT;40000;credit_card;credit card payoff;NY;0;11665;0.964;12458.62318;0
307;35000; 60 months;20.30%;619.88;5 years;RENT;85000;debt_consolidation;Credit Cards Payoff;NJ;0;31306;0.745;36105.41996;0
308;4000; 36 months;6.03%;121.75;1 year;RENT;55000;debt_consolidation;No more credit card!;OR;0;2189;0.438;4355.672911;0
309;13000; 36 months;9.91%;418.93;6 years;RENT;110000;debt_consolidation;Credit Cards;CA;0;9599;0.813;14960.06316;0
310;28000; 36 months;12.69%;939.26;5 years;RENT;100000;credit_card;Credit Card Loan;WI;0;5739;0.675;33813.15999;0
311;10000; 36 months;13.49%;339.31;3 years;RENT;62000;debt_consolidation;Get out of Debt;MA;0;16462;0.791;11254.78061;0
313;18000; 36 months;9.91%;580.05;5 years;RENT;110000;debt_consolidation;Pay credit cards 2011;FL;0;12371;0.625;19207.36256;0
314;9000; 60 months;19.91%;238;3 years;RENT;60000;credit_card;Cards;CA;0;21321;0.911;5236;1
315;25000; 60 months;18.64%;643.58;10+ years;RENT;61500;debt_consolidation;CLEAR UP;NY;1;24278;0.608;25775.38;1
316;10000; 36 months;11.71%;330.76;3 years;RENT;33000;other;Personal loan;NY;0;6621;0.883;11841.29287;0
317;4200; 36 months;6.03%;127.83;3 years;RENT;61000;credit_card;Trip Loan;NJ;0;4228;0.129;4601.849929;0
318;20000; 60 months;15.27%;478.64;10+ years;OWN;78216;debt_consolidation;Debt Consolidation;CA;0;25161;0.803;5799.88;1
319;18000; 60 months;17.27%;449.97;1 year;MORTGAGE;62000;debt_consolidation;outofdebt;VA;0;11273;0.867;20808.83;1
320;24000; 36 months;16.29%;847.21;2 years;RENT;50964;debt_consolidation;Consolidate;GA;1;16318;0.694;30499.52001;0
321;4475; 36 months;15.27%;155.72;3 years;RENT;43680;credit_card;Credit Card REFI;CO;0;4489;0.335;5605.910002;0
322;20000; 60 months;14.65%;472.14;2 years;MORTGAGE;56000;credit_card;Pay off high interest credit cards;CA;0;19348;0.599;28327.70887;0
323;12000; 36 months;12.42%;400.99;5 years;RENT;50700;credit_card;payoff;NJ;0;18682;0.808;14435.34999;0
324;18000; 60 months;17.58%;452.98;n/a;MORTGAGE;60000;debt_consolidation;consolidation;AL;0;5945;0.837;26378.55001;0
326;3000; 36 months;6.03%;91.31;5 years;RENT;50000;other;Avoid CCs,Various Seasonal and Other Exp;VA;0;9616;0.294;3207.90304;0
327;25000; 60 months;19.03%;648.93;10+ years;RENT;75000;debt_consolidation;debt consolidation;WY;0;24150;0.915;38730.46;0
328;18000; 60 months;19.03%;467.23;3 years;RENT;90000;credit_card;loan 1;NY;0;13371;0.852;28033.51284;0
329;12000; 36 months;9.91%;386.7;10+ years;RENT;55000;debt_consolidation;Zero Balance Project;RI;0;11774;0.755;5859.43;1
330;20000; 36 months;15.27%;695.96;10+ years;MORTGAGE;50000;other;The 20K Credit;MA;0;6855;0.527;25054.29;0
331;10000; 36 months;13.49%;339.31;3 years;RENT;84000;debt_consolidation;pay credit cards;CA;0;6046;0.687;12159.18267;0
333;12000; 36 months;7.90%;375.49;< 1 year;MORTGAGE;62000;debt_consolidation;Debt-down;MD;0;18125;0.577;13449.50075;0
336;20000; 60 months;16.77%;494.59;7 years;RENT;50000;credit_card;credit card payoff;IL;0;16565;0.567;29674.60686;0
337;35000; 60 months;17.27%;578.71;8 years;MORTGAGE;208000;debt_consolidation;Debt Consolidation;MD;0;3761;0.235;26016.92242;0
338;8250; 60 months;15.96%;200.45;2 years;MORTGAGE;35004;home_improvement;Home Improvement Loan;NY;2;4479;0.077;10439.29849;0
339;20000; 60 months;12.69%;451.9;7 years;OWN;85000;home_improvement;Home imp;LA;0;17537;0.548;27113.49431;0
340;10000; 36 months;11.71%;330.76;5 years;RENT;32000;credit_card;lovely;FL;0;7346;0.596;1962.02;1
341;24000; 36 months;8.90%;762.08;10+ years;MORTGAGE;116400;car;Car loan and pay off my family;FL;0;3885;0.081;8653.52;1
342;14400; 36 months;12.69%;483.05;9 years;MORTGAGE;40000;debt_consolidation;Consolidation ;IL;0;12248;0.795;17389.61;0
343;6000; 36 months;14.65%;206.97;7 years;RENT;34000;credit_card;Credit card payoff;MD;0;6546;0.885;7464.910002;0
344;22000; 36 months;15.96%;773.03;5 years;MORTGAGE;73000;debt_consolidation;Debt consolidation;IL;0;26721;0.851;27828.63995;0
345;12000; 36 months;11.71%;396.92;10+ years;RENT;57200;debt_consolidation;consolidation;MA;0;22059;0.685;3572.28;1
346;16000; 36 months;16.77%;568.62;< 1 year;MORTGAGE;114000;debt_consolidation;Debt Consolidation Loan;MO;0;23096;0.642;20470.04;0
348;16000; 60 months;19.03%;301.76;8 years;MORTGAGE;54000;home_improvement;Home Improvement Loan;NC;0;13771;0.562;17833.52997;0
349;10000; 36 months;12.69%;335.45;2 years;RENT;35000;debt_consolidation;Stress relief;KY;0;10472;0.846;7690.46;1
350;3500; 36 months;13.49%;118.76;7 years;RENT;56000;debt_consolidation;getting it together;FL;0;6943;0.542;3615.368378;0
351;9600; 36 months;9.91%;309.36;5 years;RENT;35000;debt_consolidation;Credit Card Consolidation;NC;0;10980;0.79;11084.44979;0
352;9875; 36 months;7.90%;309;10+ years;MORTGAGE;40000;debt_consolidation;consolidate;NY;0;24129;0.637;11123.65;0
353;21500; 60 months;17.58%;427.19;2 years;OWN;59000;debt_consolidation;Credit Card Consolidation;MO;0;18723;0.818;19867.56312;0
354;4800; 36 months;7.90%;150.2;6 years;RENT;48000;debt_consolidation;Debt consolidation;FL;0;2936;0.26;5080.284197;0
355;7800; 36 months;6.03%;237.4;10+ years;OWN;85000;major_purchase;Purchase;NV;0;3878;0.062;8546.299999;0
356;20000; 36 months;14.27%;686.18;10+ years;MORTGAGE;70000;credit_card;Credit Cards;TX;0;12377;0.89;24002.34106;0
357;9750; 36 months;7.51%;303.34;4 years;RENT;35000;debt_consolidation;Consolidation;HI;0;13275;0.517;5156.78;1
358;18000; 60 months;15.96%;365.67;6 years;MORTGAGE;91000;credit_card;Credit Card Payoff;VA;0;46957;0.67;18898.54643;0
359;5000; 36 months;6.03%;152.18;9 years;MORTGAGE;30000;other;Other Loan;CA;0;5881;0.256;5451.317057;0
361;7200; 36 months;7.90%;225.29;1 year;RENT;55000;debt_consolidation;Debt Consolidation;FL;0;5862;0.461;8110.439998;0
362;3000; 60 months;19.03%;77.88;3 years;RENT;53004;other;Ring;FL;1;1985;0.794;4549.249996;1
363;25000; 60 months;19.42%;654.31;10+ years;RENT;60000;credit_card;refinance;CA;0;17035;0.949;29415.85;1
364;25000; 36 months;15.27%;869.95;8 years;OWN;82000;debt_consolidation;Debt Consolidation Loan;CA;0;18223;0.706;28098.04098;0
365;10000; 36 months;15.96%;351.38;10+ years;RENT;53000;debt_consolidation;save the day loan;CA;0;23870;0.772;12649.36;0
366;8875; 36 months;12.69%;297.72;5 years;MORTGAGE;35360;debt_consolidation;credit card debt;PA;0;13003;0.711;2052.99;1
367;15550; 36 months;11.71%;514.34;10+ years;RENT;54000;;;;;;;;0
370;8875; 36 months;8.90%;281.81;6 years;OWN;28800;debt_consolidation;Bill Payoff;CA;0;8890;0.695;10145.14993;0
371;4500; 36 months;17.27%;161.05;1 year;RENT;42000;credit_card;Card Refi;OH;0;3424;0.685;5507.127762;0
372;5800; 36 months;12.42%;193.81;3 years;RENT;36000;debt_consolidation;Debt Consolidation;TX;0;6558;0.669;6977.099999;0
373;10000; 36 months;11.71%;330.76;2 years;RENT;40000;debt_consolidation;Debt Consolidation Loan;NJ;0;11145;0.474;11819.55603;0
374;10000; 36 months;9.91%;322.25;4 years;RENT;50000;credit_card;credit card loan;GA;0;10898;0.886;11401.47818;0
375;14000; 36 months;11.71%;463.07;1 year;RENT;52000;credit_card;Credit Card Payoff;CA;0;13008;0.579;15611.66481;0
377;12000; 36 months;8.90%;381.04;3 years;RENT;32000;debt_consolidation;Bye-bye high interest rates!;OR;0;5329;0.592;8747.3;1
379;14000; 36 months;14.27%;480.33;< 1 year;RENT;80000;credit_card;Credit Card refinancing;NY;0;7085;0.59;17235.86936;0
380;12000; 36 months;8.90%;381.04;7 years;MORTGAGE;40246;credit_card;Credit Card Payoff;AZ;0;14573;0.722;13739.32999;0
381;15000; 60 months;12.69%;338.93;3 years;OWN;30000;debt_consolidation;leave mistakes behind;NJ;0;16876;0.657;9543.84;1
382;8050; 36 months;12.69%;270.04;1 year;RENT;36000;debt_consolidation;debt consolidation;WA;0;12000;0.813;1335.61;1
385;7000; 36 months;11.71%;231.54;10+ years;RENT;90000;credit_card;loan #1;MD;0;28060;0.938;8335.090002;0
386;5400; 36 months;7.90%;168.97;4 years;RENT;40000;debt_consolidation;Pay off credit cards;MO;0;8855;0.77;6082.819999;0
387;16000; 36 months;12.42%;534.65;1 year;RENT;90000;credit_card;Loan;PA;0;22488;0.652;19247.16;0
388;35000; 60 months;12.42%;619.26;9 years;MORTGAGE;105000;home_improvement;Home Improvement Loan;TX;0;15523;0.25;34446.38201;0
389;6000; 60 months;7.90%;121.38;< 1 year;RENT;30084;debt_consolidation;Personal Loan;KY;0;2192;0.1;3662.31;1
390;4125; 60 months;12.69%;93.21;10+ years;MORTGAGE;36000;car;person to person;MI;0;5346;0.376;5551.360004;0
391;9800; 36 months;16.29%;345.95;4 years;RENT;67000;credit_card;Credit Card Consolidation;CA;0;21366;0.449;12161.90555;0
392;15700; 60 months;18.25%;400.82;10+ years;MORTGAGE;63000;debt_consolidation;Consolidation;FL;0;9196;0.63;23722.74002;0
395;4000; 36 months;11.71%;132.31;n/a;RENT;24000;home_improvement;Reline pool and fix steeps;FL;1;1593;0.549;4186.02303;0
396;15000; 36 months;11.71%;496.14;3 years;MORTGAGE;68400;debt_consolidation;Debt Consolidation Loan;FL;0;9368;0.822;17861.03001;0
397;6250; 36 months;15.96%;219.61;1 year;RENT;29120;debt_consolidation;Debt Consolidation;WI;0;5771;0.888;7905.88;0
398;6400; 36 months;16.29%;225.93;< 1 year;RENT;29120;debt_consolidation;Debt Consolidation;WI;0;5866;0.946;8133.129999;0
399;8850; 60 months;13.49%;203.6;10+ years;MORTGAGE;89122;major_purchase;Famleisure;NV;0;5633;0.847;12021.06002;0
401;15000; 36 months;8.90%;476.3;5 years;MORTGAGE;30000;debt_consolidation;Debt Consolidation Loan;AR;0;5649;0.252;17022.63829;0
402;6500; 36 months;14.27%;223.01;4 years;MORTGAGE;30000;credit_card;The light;WA;0;10843;0.815;7997.879996;0
403;8000; 36 months;15.96%;281.1;10+ years;RENT;50000;credit_card;new start;CT;1;7634;0.812;10119.53;0
404;30000; 60 months;21.28%;539.47;6 years;MORTGAGE;92000;home_improvement;Condo;CT;0;36497;0.745;31832.18997;0
405;15000; 36 months;14.65%;517.42;10+ years;MORTGAGE;100500;credit_card;C/C Consolidation Loan;NJ;0;11736;0.743;16917.77509;0
407;9000; 36 months;12.42%;300.74;5 years;MORTGAGE;47000;credit_card;Credit Card Refinance;FL;0;4012;0.472;10826.53001;0
408;6500; 36 months;16.29%;229.46;3 years;MORTGAGE;68000;debt_consolidation;Debt Consolidation Loan;FL;0;10075;0.924;8197.123026;0
411;8000; 36 months;13.49%;271.45;3 years;OWN;30000;debt_consolidation;Bills;CA;0;6266;0.441;9771.92;0
412;8875; 36 months;7.51%;276.11;1 year;RENT;30000;debt_consolidation;Debt Consolidation;KY;0;29470;0.837;9740.179268;0
413;1500; 36 months;18.64%;54.72;< 1 year;RENT;17000;other;Personal ;OH;0;1497;0.998;561.42;1
414;8000; 36 months;12.42%;267.33;3 years;RENT;42000;debt_consolidation;Debt Consolidation Loan;PA;0;12035;0.854;9641.28;0
415;20000; 60 months;14.65%;399.55;10+ years;RENT;75000;debt_consolidation;Debt Consolidation;CA;0;21513;0.749;3615.93;1
416;6500; 36 months;11.71%;215;4 years;RENT;42000;credit_card;Credit Card Loan;MA;0;10139;0.638;7730.649996;0
417;9600; 36 months;13.49%;325.74;3 years;MORTGAGE;27000;debt_consolidation;CCConsolidation;NY;0;7387;0.849;11411.61548;0
418;25975; 60 months;12.69%;372.25;10+ years;MORTGAGE;130000;debt_consolidation;Debt Consolidation Loan;PA;0;93718;0.772;22337.51362;0
419;10000; 36 months;7.90%;312.91;5 years;MORTGAGE;46000;home_improvement;home improvement;WA;0;10763;0.501;11264.46;0
421;9000; 36 months;6.62%;276.34;3 years;MORTGAGE;45000;debt_consolidation;Debt Consolidation;CA;0;14022;0.44;9932.884725;0
422;10000; 36 months;7.90%;312.91;2 years;RENT;72500;credit_card;Consolidation Facility;NY;0;10638;0.691;11264.46;0
424;14000; 36 months;7.90%;438.07;2 years;RENT;30000;debt_consolidation;Debt Free;TX;0;13581;0.623;15298.55288;0
425;8500; 36 months;14.27%;291.63;9 years;RENT;50000;debt_consolidation;Debt Consolidation Loan;PA;0;9354;0.615;2450.67;1
426;15000; 60 months;19.03%;389.36;9 years;RENT;75000;debt_consolidation;Personal;FL;0;11379;0.759;22607.34002;0
428;3000; 36 months;7.51%;93.34;10+ years;MORTGAGE;65000;major_purchase;loan;TX;0;38905;0.56;3359.94;0
429;10000; 36 months;9.91%;322.25;4 years;MORTGAGE;120000;home_improvement;roof;NJ;0;21440;0.681;11600.98;0
431;33425; 60 months;13.49%;475.63;2 years;MORTGAGE;75000;debt_consolidation;Debt Consolidation Loan;NY;0;50670;0.505;19893.95;1
432;35000; 60 months;19.42%;916.03;8 years;RENT;195000;debt_consolidation;Debt Consolidation Loan;WA;0;29573;0.661;54528.87764;0
433;7200; 36 months;15.27%;250.55;4 years;RENT;54990;debt_consolidation;Last Loan;TX;0;9119;0.96;8954.778171;0
434;18000; 60 months;11.71%;397.77;< 1 year;RENT;40000;debt_consolidation;My Freedom loan;AZ;0;12806;0.688;10859.88;1
435;23000; 36 months;7.90%;719.68;2 years;MORTGAGE;137000;debt_consolidation;Debt Solution;TX;0;17564;0.608;23980.72134;0
436;20000; 60 months;16.77%;494.59;10+ years;RENT;60000;debt_consolidation;debt free;CA;0;16326;0.41;18799.72;1
438;7000; 36 months;8.90%;222.28;1 year;RENT;46000;credit_card;Credit Card Loan;VA;0;8717;0.765;8001.780002;0
439;21000; 36 months;12.69%;704.45;8 years;MORTGAGE;135000;debt_consolidation;Short Term Loan;OH;0;30361;0.63;24295.03896;0
440;8250; 36 months;7.51%;256.67;n/a;MORTGAGE;31500;debt_consolidation;do over;MD;0;7521;0.104;9239.889998;0
443;7200; 36 months;6.03%;219.14;5 years;MORTGAGE;60000;other;personal loan;AZ;0;3859;0.06;7882.326305;0
444;16500; 36 months;8.90%;523.93;10+ years;RENT;48000;credit_card;CC Refinance;UT;0;21329;0.871;18160.50019;0
445;8125; 36 months;7.90%;254.24;< 1 year;RENT;25000;debt_consolidation;Pay Bills;IL;0;19296;0.636;9152.370003;0
447;26800; 36 months;19.03%;982.79;10+ years;MORTGAGE;82000;credit_card;Credit Card;CA;0;26919;0.98;31286.01045;0
449;12875; 60 months;17.58%;213.28;3 years;RENT;27600;debt_consolidation;MONEY TREE;CA;0;5595;0.861;11224.59391;0
451;4000; 36 months;16.29%;141.21;4 years;RENT;35000;debt_consolidation;Pay Off Debt;CA;0;8247;0.835;5055.326911;0
453;2625; 36 months;11.71%;86.83;10+ years;MORTGAGE;52800;medical;medical;NV;0;8343;0.652;3126.259999;0
454;18000; 60 months;13.49%;414.09;10+ years;MORTGAGE;40900;debt_consolidation;Debt Consolidation;AR;0;11963;0.626;24844.93261;0
456;11300; 36 months;12.69%;379.06;7 years;MORTGAGE;36000;credit_card;Credit Card;FL;0;18905;0.747;12791.39767;0
457;4000; 36 months;9.91%;128.9;10+ years;MORTGAGE;130000;debt_consolidation;Rod Family Finance ;CA;0;13212;0.85;4635.56;0
459;14400; 36 months;18.25%;522.41;5 years;RENT;51871;debt_consolidation;2012 New Beginnings;RI;0;8092;0.793;7871.82;1
462;6000; 36 months;8.90%;190.52;7 years;RENT;47000;other;Personal Loan;OH;0;3917;0.314;6858.700002;0
464;4000; 36 months;6.62%;122.82;6 years;MORTGAGE;120000;home_improvement;Hot tub;NC;0;11947;0.244;4153.202479;0
465;3000; 36 months;10.65%;97.72;10+ years;MORTGAGE;86004;other;Lending Club;NJ;0;23964;0.646;2241.56;1
466;5400; 36 months;12.69%;181.15;10+ years;MORTGAGE;75000;car;Motorcycle;TX;0;10376;0.687;6276.636933;0
467;15000; 36 months;16.29%;529.51;1 year;RENT;110000;small_business;Short-Term Business Loan;TX;2;40370;0.841;1874.13;1
469;10400; 36 months;12.69%;348.87;4 years;RENT;44000;credit_card;debt consolidation;CA;0;13695;0.901;12559.16001;0
472;10000; 36 months;6.62%;307.04;4 years;RENT;75000;home_improvement;Renovation loan;FL;0;3548;0.059;10744.74135;0
473;18225; 60 months;13.49%;309.42;10+ years;MORTGAGE;37320;debt_consolidation;Bill loan;GA;0;17404;0.744;14879.72301;0
474;3600; 36 months;8.90%;114.32;10+ years;RENT;55000;debt_consolidation;FREEDOM;NY;0;9550;0.659;3977.331551;0
475;18500; 60 months;11.71%;292.81;2 years;RENT;100000;major_purchase;Personal Investment Loan;CA;0;6149;0.104;16367.24901;0
479;8000; 36 months;11.71%;264.61;8 years;RENT;85000;major_purchase;Loan 1;NJ;0;15938;0.357;8371.963221;0
480;25000; 60 months;16.77%;443.89;1 year;RENT;83004;debt_consolidation;Debt Consolidation Loan;CA;0;22388;0.829;19647.9686;0
481;16000; 36 months;7.90%;500.65;1 year;RENT;51000;debt_consolidation;Pay off Chase;AZ;0;29485;0.81;11931.26;1
482;8000; 36 months;10.65%;260.59;2 years;RENT;55000;debt_consolidation;Debt Consolidation Loan;CA;0;9004;0.157;8925.982941;0
483;7200; 36 months;7.51%;224;10+ years;MORTGAGE;47000;debt_consolidation;Debt Consolidation Loan;VA;0;16106;0.835;8063.919998;0
484;12000; 36 months;7.51%;373.33;4 years;RENT;86000;debt_consolidation;unique;CA;0;13715;0.518;13099.51001;0
487;28000; 60 months;12.42%;628.81;4 years;MORTGAGE;85000;debt_consolidation;Debt refinance;PA;0;23199;0.587;31961.73394;0
489;25000; 60 months;19.42%;654.31;10+ years;RENT;105000;credit_card;personnel;NY;0;28380;0.853;36098.36;1
490;8000; 60 months;8.90%;165.68;1 year;RENT;51204;debt_consolidation;Debt Consolidation;NY;0;20888;0.376;4639.04;1
492;20000; 60 months;19.03%;355.62;5 years;RENT;60000;credit_card;anto cc;CA;0;29665;0.974;19738.8249;0
493;25000; 60 months;14.27%;467;10+ years;MORTGAGE;85000;debt_consolidation;Debt Consolidation Loan;MD;0;25856;0.917;28011.87996;0
494;14050; 36 months;8.90%;446.14;3 years;MORTGAGE;120000;major_purchase;Loan Payoff and Home Improvement;NY;0;2217;0.188;15811.69163;0
495;6000; 36 months;13.49%;203.59;10+ years;OWN;62691;major_purchase;Home and car repair;AL;0;6704;0.944;7328.920001;0
496;16100; 60 months;11.71%;355.79;< 1 year;MORTGAGE;36000;debt_consolidation;Debt Consolidation Loan;PA;0;13481;0.46;21346.64478;0
497;35000; 60 months;20.30%;619.88;3 years;OWN;85000;debt_consolidation;FREEDOM debt;FL;0;18515;0.765;3099.4;1
498;10525; 36 months;7.90%;329.33;4 years;RENT;49668;debt_consolidation;Citicard;CA;0;10881;0.689;11650.69649;0
499;7200; 36 months;15.96%;252.99;2 years;RENT;30000;debt_consolidation;Consolidation;NJ;0;1884;0.942;9107.579997;0
500;18500; 60 months;10.65%;340.24;10+ years;OWN;40000;debt_consolidation;Debt Consolidation;HI;0;8;0.001;18898.14453;0
501;12000; 36 months;13.49%;407.17;10+ years;MORTGAGE;40000;debt_consolidation;Debt Consolidation;AR;0;14582;0.744;13686.18965;0
502;12000; 36 months;11.71%;396.92;5 years;MORTGAGE;100000;credit_card;payoff credit card;IL;0;17590;0.796;14288.76999;0
503;3000; 36 months;11.71%;99.23;2 years;RENT;56312;other;Pay Personal Loans;VA;0;10014;0.834;3572.190424;0
504;9500; 36 months;16.29%;335.36;10+ years;RENT;54011;debt_consolidation;DEBTCON;CA;0;18757;0.795;10658.90237;0
505;19775; 36 months;12.42%;660.79;2 years;RENT;49110.32;debt_consolidation;debt consolidation loan;CA;0;19672;0.611;22696.10103;0
506;12000; 60 months;14.65%;283.28;< 1 year;RENT;75000;credit_card;Refinance;HI;0;16664;0.894;7695.78;1
508;30000; 36 months;12.42%;1002.46;2 years;RENT;80000;debt_consolidation;Debt Consolidation;WI;0;22177;0.94;36088.47999;0
509;16000; 36 months;10.65%;521.18;9 years;MORTGAGE;55000;debt_consolidation;DEBT PAYOFF;CA;0;8705;0.897;18762.13;0
510;14500; 36 months;14.65%;500.17;8 years;RENT;90000;credit_card;Debt consolidation;MD;0;15077;0.467;18005.93;0
511;11700; 60 months;14.65%;276.2;3 years;RENT;68500;credit_card;Credit Card;VA;0;7203;0.398;14115.57979;0
513;15000; 60 months;11.71%;331.48;10+ years;MORTGAGE;72000;debt_consolidation;Debt Consolidation;AL;0;10982;0.678;19883.53003;0
